leaguegoals,isamongtopscorers,yellows,isamongtopscorersinteam,jerseynumber,position,artificialkey,teamid,leaguegoalsprevmatch,injury,leagueappearances,istopscorer,leaguegoalsprevthreematches,playerid,form,reds
3,0,0,1,32,15,4944,55,0,0,0,0,0,243249,3,0
8,0,0,1,10,24,4945,64,0,0,0,0,0,204970,3,0
2,0,0,1,9,26,4946,55,0,0,0,0,0,231743,3,0
1,0,0,0,5,28,4947,55,0,0,0,0,0,240970,3,0
0,0,0,0,14,28,4948,55,0,0,0,0,0,272783,4,0
2,0,0,1,27,28,4949,55,1,0,0,0,1,190324,3,0
1,0,0,0,33,28,4950,55,0,0,0,0,0,259634,3,0
0,0,0,0,90,28,4951,55,0,0,0,0,0,266803,3,0
12,0,0,1,27,28,4952,48,1,0,0,0,2,268474,4,0
1,0,0,0,6,28,4953,55,0,0,0,0,0,258615,3,0
1,0,0,0,22,28,4954,55,0,0,0,0,0,240332,3,0
0,0,0,0,7,28,4955,55,0,0,0,0,0,184941,4,0
0,0,0,0,93,28,4956,55,0,0,0,0,0,162297,3,0
1,0,0,0,30,28,4957,55,0,0,0,0,0,215147,3,0
0,0,0,0,16,28,4958,55,0,0,0,0,0,72324,3,0
1,0,0,0,95,29,4959,55,0,0,0,0,0,258972,3,0
0,0,0,0,77,29,4960,55,0,0,0,0,0,274270,3,0
0,0,0,0,20,29,4961,55,0,0,0,0,0,271575,3,0
2,0,0,1,21,29,4962,55,0,0,0,0,0,265194,2,0
0,0,0,0,99,29,4963,55,0,0,0,0,0,268396,3,0
0,0,0,0,1,0,4964,189,0,0,0,0,0,189908,3,0
1,0,0,0,2,3,4965,189,0,0,0,0,0,246656,2,0
0,0,0,0,31,4,4966,48,0,0,0,0,0,262394,3,0
0,0,0,0,26,6,4967,189,0,0,0,0,0,231207,2,0
0,0,0,0,33,7,4968,189,0,0,0,0,0,240915,3,0
1,0,0,0,8,9,4969,189,0,0,0,0,0,202024,2,0
0,0,0,0,6,11,4970,189,0,0,0,0,0,244270,3,0
15,1,0,1,7,12,4971,189,1,0,0,0,3,233556,4,0
8,0,0,1,98,29,4972,14,0,0,0,0,0,257980,3,0
6,0,0,1,21,18,4973,189,0,0,0,0,0,234671,3,0
8,0,0,1,9,25,4974,189,0,0,0,0,0,267861,2,0
2,0,0,0,18,28,4975,189,0,0,0,0,0,252060,2,0
0,0,0,0,15,28,4976,189,0,0,0,0,0,239770,2,0
0,0,0,0,22,28,4977,189,0,0,0,0,0,210381,2,0
1,0,0,0,29,28,4978,189,0,0,0,0,0,170320,3,0
0,0,0,0,34,28,4979,189,0,0,0,0,0,240657,2,0
3,0,0,1,24,28,4980,189,0,0,0,0,1,252021,3,0
3,0,0,1,30,28,4981,189,0,0,0,0,0,269558,3,0
3,0,0,1,80,28,4982,189,0,0,0,0,0,271019,3,0
1,0,0,0,19,28,4983,189,0,0,0,0,0,242280,3,0
0,0,0,0,23,28,4984,189,0,0,0,0,0,271420,3,0
0,0,0,0,5,28,4985,189,0,0,0,0,0,244456,3,0
0,0,0,0,14,28,4986,189,0,0,0,0,0,228881,2,0
0,0,0,0,4,29,4987,189,0,0,0,0,0,256036,3,0
0,0,0,0,17,29,4988,189,0,0,0,0,0,269745,3,0
0,0,0,0,20,29,4989,110738,0,0,0,0,0,236898,2,0
1,0,0,0,28,29,4990,189,0,0,0,0,0,268703,4,0
0,0,0,0,39,29,4991,189,0,0,0,0,0,266158,3,0
0,0,0,0,13,0,4992,450,0,0,0,0,0,234102,2,0
1,0,0,0,24,3,4993,205,0,0,0,0,0,237669,2,0
0,0,0,0,25,4,4994,205,0,0,0,0,0,277214,2,0
1,0,0,0,4,5,4995,111974,0,0,0,0,0,262396,3,0
1,0,0,0,2,6,4996,205,0,0,0,0,1,256856,3,0
2,0,0,1,77,7,4997,205,0,0,0,0,0,264436,3,0
4,0,0,1,14,10,4998,205,0,0,0,0,0,253162,2,0
1,0,0,0,71,13,4999,205,0,0,0,0,0,236760,3,0
2,0,0,1,6,15,5000,205,0,0,0,0,0,242332,3,0
1,0,0,0,10,24,5001,205,0,0,0,0,0,242755,2,0
3,0,0,1,11,26,5002,205,0,0,0,0,1,269276,3,0
0,0,0,0,32,28,5003,205,0,0,0,0,0,208535,3,0
0,0,0,0,97,28,5004,205,0,0,0,0,0,73379,4,0
1,0,0,0,7,28,5005,205,0,0,0,0,0,219655,3,0
1,0,0,0,33,28,5006,205,0,0,0,0,0,235800,2,0
0,0,0,0,35,28,5007,205,0,0,0,0,0,269271,3,0
2,0,0,1,9,28,5008,205,0,0,0,0,0,201285,3,0
1,0,0,0,5,28,5009,205,1,0,0,0,1,210384,4,0
0,0,0,0,17,28,5010,205,0,0,0,0,0,270512,3,0
2,0,0,1,18,28,5011,205,1,0,0,0,1,267593,4,0
0,0,0,0,23,28,5012,205,0,0,0,0,0,230636,3,0
0,0,0,0,1,28,5013,205,0,0,0,0,0,199904,3,0
0,0,0,0,16,28,5014,205,0,0,0,0,0,276477,3,0
1,0,0,0,30,29,5015,205,0,0,0,0,0,250779,3,0
0,0,0,0,79,29,5016,205,0,0,0,0,0,270485,3,0
0,0,0,0,22,29,5017,205,0,0,0,0,0,231137,3,0
0,0,0,0,19,29,5018,205,0,0,0,0,0,258533,3,0
0,0,0,0,21,29,5019,205,0,0,0,0,0,275087,3,0
0,0,0,0,80,29,5020,205,0,0,0,0,0,74664,3,0
0,0,0,0,99,29,5021,205,0,0,0,0,0,258027,3,0
0,0,0,0,1,0,5022,206,0,0,0,0,0,215363,3,0
2,0,0,1,38,3,5023,206,0,0,0,0,0,262937,4,0
0,0,0,0,87,4,5024,52,0,0,0,0,0,277695,4,0
2,0,0,1,42,5,5025,1808,0,0,0,0,1,269181,3,0
0,0,0,0,6,6,5026,206,0,0,0,0,0,267681,4,0
1,0,0,0,12,7,5027,206,1,0,0,0,1,252000,4,0
0,0,0,0,27,10,5028,206,0,0,0,0,0,213404,4,0
1,0,0,0,33,13,5029,206,0,0,0,0,0,222148,4,0
1,0,0,0,24,15,5030,206,0,0,0,0,0,234795,3,0
6,0,0,1,17,24,5031,246,0,0,0,0,0,257920,3,0
4,0,0,1,9,26,5032,206,0,0,0,0,0,256453,3,0
2,0,0,1,25,28,5033,206,1,0,0,0,1,230065,4,0
2,0,0,1,8,28,5034,206,0,0,0,0,1,212127,3,0
0,0,0,0,4,28,5035,206,0,0,0,0,0,252017,3,0
0,0,0,0,2,28,5036,206,0,0,0,0,0,262930,3,0
0,0,0,0,34,28,5037,206,0,0,0,0,0,210940,3,0
5,0,0,1,35,28,5038,206,0,0,0,0,0,266585,3,0
0,0,0,0,31,28,5039,206,0,0,0,0,0,255233,2,0
0,0,0,0,10,28,5040,206,0,0,0,0,0,248661,3,0
1,0,0,0,14,28,5041,206,0,0,0,0,0,73853,3,0
0,0,0,0,22,28,5042,206,0,0,0,0,0,202793,3,0
0,0,0,0,30,28,5043,206,0,0,0,0,0,263813,3,0
0,0,0,0,15,28,5044,206,0,0,0,0,0,271458,3,0
0,0,0,0,19,29,5045,206,0,0,0,0,0,273628,3,0
0,0,0,0,3,29,5046,206,0,0,0,0,0,238009,3,0
1,0,0,0,18,29,5047,206,0,0,0,0,0,241937,3,0
0,0,0,0,5,29,5048,206,0,0,0,0,0,195272,3,0
1,0,0,0,7,29,5049,206,0,0,0,0,0,278230,3,0
0,0,0,0,80,29,5050,206,0,0,0,0,0,278326,3,0
1,0,0,0,20,29,5051,206,0,0,0,0,0,237335,3,0
0,0,0,0,72,29,5052,206,0,0,0,0,0,72322,3,0
0,0,0,0,30,0,5053,347,0,0,0,0,0,210676,5,0
0,0,0,0,12,3,5054,347,0,0,0,0,0,227222,4,0
0,0,0,0,4,4,5055,347,0,0,0,0,0,275783,4,0
2,0,0,1,6,6,5056,111434,0,0,0,0,0,268573,4,0
0,0,0,0,25,7,5057,347,0,0,0,0,0,244717,4,0
1,0,0,0,29,9,5058,347,1,0,0,0,1,230107,5,0
0,0,0,0,75,11,5059,347,0,0,0,0,0,266501,3,0
4,0,0,1,50,12,5060,347,0,0,0,0,0,253139,1,0
3,0,0,1,7,16,5061,347,0,0,0,0,0,239671,3,0
0,0,0,0,14,18,5062,347,0,0,0,0,0,263657,4,0
11,0,0,1,9,25,5063,347,0,0,0,0,1,277839,4,0
1,0,0,0,20,28,5064,347,0,0,0,0,1,243787,4,0
0,0,0,0,5,28,5065,347,0,0,0,0,0,271198,3,0
0,0,0,0,17,28,5066,347,0,0,0,0,0,271539,4,0
0,0,0,0,44,28,5067,347,0,0,0,0,0,70555,3,0
0,0,0,0,1,28,5068,347,0,0,0,0,0,235266,3,0
1,0,0,0,3,28,5069,347,0,0,0,0,0,220018,3,0
0,0,0,0,8,28,5070,347,0,0,0,0,0,251790,3,0
0,0,0,0,10,28,5071,347,0,0,0,0,0,247668,3,0
2,0,0,1,37,28,5072,347,0,0,0,0,0,231836,3,0
0,0,0,0,32,28,5073,347,0,0,0,0,0,278623,3,0
0,0,0,0,2,28,5074,347,0,0,0,0,0,74156,3,0
0,0,0,0,99,28,5075,347,0,0,0,0,0,252704,3,0
0,0,0,0,77,29,5076,347,0,0,0,0,0,263469,4,0
0,0,0,0,19,29,5077,347,0,0,0,0,0,270888,3,0
0,0,0,0,16,29,5078,347,0,0,0,0,0,271196,3,0
0,0,0,0,36,29,5079,347,0,0,0,0,0,246649,3,0
0,0,0,0,11,29,5080,347,0,0,0,0,0,201858,3,0
0,0,0,0,22,29,5081,347,0,0,0,0,0,271197,3,0
0,0,0,0,23,29,5082,347,0,0,0,0,0,277636,3,0
0,0,0,0,33,29,5083,347,0,0,0,0,0,271494,3,0
0,0,0,0,30,0,5084,1745,0,0,0,0,0,225149,3,0
1,0,0,0,31,3,5085,1745,0,0,0,0,0,228349,2,0
1,0,0,0,5,29,5086,1745,0,0,0,0,0,223524,3,0
0,0,0,0,2,6,5087,1745,0,0,0,0,0,210719,3,0
0,0,0,0,41,7,5088,1745,0,0,0,0,0,273875,3,0
0,0,0,0,23,9,5089,1745,0,0,0,0,0,267991,3,0
3,0,0,1,33,29,5090,1745,0,0,0,0,0,254579,3,0
6,0,0,1,79,12,5091,1745,0,0,0,0,0,277846,4,0
6,0,0,1,7,16,5092,280,0,0,0,0,1,235949,3,0
2,0,0,0,80,11,5093,1745,0,0,0,0,2,246646,3,0
7,0,0,1,10,29,5094,1745,0,0,0,0,1,237715,3,0
1,0,0,0,26,28,5095,1745,0,0,0,0,0,262906,2,0
1,0,0,0,16,29,5096,1745,0,0,0,0,0,263882,3,0
0,0,0,0,13,28,5097,1745,0,0,0,0,0,237586,3,0
0,0,0,0,77,28,5098,1745,0,0,0,0,0,251464,2,0
0,0,0,0,25,28,5099,1745,0,0,0,0,0,24630,2,0
2,0,0,0,19,28,5100,1745,0,0,0,0,0,234612,3,0
2,0,0,0,11,28,5101,1745,0,0,0,0,0,261478,2,0
0,0,0,0,20,29,5102,1745,0,0,0,0,0,199564,3,0
0,0,0,0,18,29,5103,1745,0,0,0,0,0,205566,3,0
0,0,0,0,12,29,5104,1745,0,0,0,0,0,271105,3,0
0,0,0,0,22,29,5105,1745,0,0,0,0,0,186611,3,0
0,0,0,0,15,29,5106,1745,0,0,0,0,0,75225,3,0
0,0,0,0,6,29,5107,1745,0,0,0,0,0,268673,3,0
0,0,0,0,28,29,5108,1745,0,0,0,0,0,77163,2,0
0,0,0,0,8,29,5109,1745,0,0,0,0,0,211117,3,0
0,0,0,0,27,29,5110,1745,0,0,0,0,0,258505,3,0
8,0,0,1,38,29,5111,1745,0,0,0,0,0,275324,3,0
1,0,0,0,9,29,5112,1745,0,0,0,0,0,268674,3,0
0,0,0,0,90,29,5113,1745,0,0,0,0,0,259423,3,0
0,0,0,0,32,0,5114,52,0,0,0,0,0,233189,3,0
0,0,0,0,2,4,5115,1746,0,0,0,0,0,70252,2,0
0,0,0,0,34,5,5116,1746,0,0,0,0,0,258782,2,0
1,0,0,0,3,6,5117,110374,0,0,0,0,1,264044,2,0
2,0,0,1,11,12,5118,1746,0,0,0,0,0,220491,2,0
0,0,0,0,6,13,5119,1746,0,0,0,0,0,219952,3,0
1,0,0,0,5,15,5120,1746,0,0,0,0,0,220475,2,0
0,0,0,0,3,16,5121,1746,0,0,0,0,0,230681,3,0
4,0,0,1,14,17,5122,110374,1,0,0,0,2,266596,4,0
2,0,0,1,13,19,5123,1746,0,0,0,0,0,242429,2,0
8,0,0,1,99,25,5124,1746,0,0,0,0,0,247888,3,0
0,0,0,0,93,28,5125,1746,0,0,0,0,0,236838,3,0
0,0,0,0,17,28,5126,1746,0,0,0,0,0,242090,3,0
1,0,0,0,22,28,5127,1746,0,0,0,0,0,206058,3,0
0,0,0,0,3,29,5128,48,0,0,0,0,0,278319,3,0
0,0,0,0,1,28,5129,1746,0,0,0,0,0,190745,3,0
6,0,0,1,29,28,5130,1746,0,0,0,0,1,256899,2,0
2,0,0,1,8,28,5131,1746,0,0,0,0,1,248474,3,0
3,0,0,1,9,28,5132,1746,0,0,0,0,0,238873,3,0
1,0,0,0,18,28,5133,1746,0,0,0,0,0,235866,3,0
0,0,0,0,98,28,5134,1746,0,0,0,0,0,257580,3,0
0,0,0,0,12,28,5135,1746,0,0,0,0,0,278356,3,0
0,0,0,0,15,28,5136,1746,0,0,0,0,0,278013,3,0
0,0,0,0,24,29,5137,1746,0,0,0,0,0,224213,3,0
0,0,0,0,7,29,5138,1746,0,0,0,0,0,223570,3,0
0,0,0,0,36,29,5139,1746,0,0,0,0,0,75819,3,0
0,0,0,0,32,29,5140,1746,0,0,0,0,0,225117,3,0
0,0,0,0,20,29,5141,1746,0,0,0,0,0,228698,3,0
0,0,0,0,27,29,5142,1746,0,0,0,0,0,239732,3,0
0,0,0,0,89,29,5143,1746,0,0,0,0,0,76025,3,0
0,0,0,0,90,29,5144,1746,0,0,0,0,0,75083,3,0
0,0,0,0,25,0,5145,1842,0,0,0,0,0,255303,3,0
6,0,0,1,19,3,5146,1842,0,0,0,0,0,252440,3,0
2,0,0,1,28,4,5147,1842,0,0,0,0,0,252964,2,0
1,0,0,0,26,5,5148,1842,0,0,0,0,1,220523,2,0
1,0,0,0,6,6,5149,1842,0,0,0,0,0,220534,3,0
0,0,0,0,3,7,5150,1842,0,0,0,0,0,240100,2,0
0,0,0,0,29,10,5151,748,0,0,0,0,0,270597,2,0
1,0,0,0,8,13,5152,1842,0,0,0,0,1,254982,2,0
2,0,0,1,14,15,5153,1842,0,0,0,0,1,229743,2,0
10,0,0,1,91,24,5154,1842,0,0,0,0,1,248385,2,0
3,0,0,1,10,26,5155,1842,0,0,0,0,0,173160,2,0
3,0,0,1,18,28,5156,1842,0,0,0,0,0,235813,3,0
0,0,0,0,16,28,5157,1842,0,0,0,0,0,272725,3,0
1,0,0,0,24,28,5158,1842,0,0,0,0,0,217196,2,0
1,0,0,0,33,28,5159,1842,0,0,0,0,0,266636,3,0
0,0,0,0,71,28,5160,1842,0,0,0,0,0,73838,4,0
2,0,0,1,70,28,5161,1842,0,0,0,0,0,246877,3,0
2,0,0,1,77,28,5162,1842,0,0,0,0,0,259011,3,0
1,0,0,0,9,28,5163,1842,0,0,0,0,0,238274,3,0
0,0,0,0,97,28,5164,1842,0,0,0,0,0,248857,3,0
0,0,0,0,1,28,5165,1842,0,0,0,0,0,271199,3,0
0,0,0,0,31,28,5166,1842,0,0,0,0,0,277628,3,0
0,0,0,0,78,28,5167,1842,0,0,0,0,0,78004,3,0
0,0,0,0,21,29,5168,1842,0,0,0,0,0,226592,3,0
0,0,0,0,80,29,5169,1842,0,0,0,0,0,70049,2,0
2,0,0,1,30,29,5170,1842,0,0,0,0,0,205850,3,0
0,0,0,0,43,0,5171,110374,0,0,0,0,0,193080,3,0
0,0,0,0,2,3,5172,110374,0,0,0,0,0,234112,4,0
0,0,0,0,5,4,5173,110374,0,0,0,0,0,238370,3,0
0,0,0,0,18,5,5174,110374,0,0,0,0,0,206654,3,0
1,0,0,0,6,6,5175,110374,0,0,0,0,0,240777,4,0
5,0,0,1,21,7,5176,110374,0,0,0,0,0,223697,3,0
3,0,0,0,32,10,5177,110374,0,0,0,0,0,211361,3,0
4,0,0,1,8,13,5178,110374,0,0,0,0,1,225439,3,0
1,0,0,0,44,15,5179,110374,1,0,0,0,1,260823,4,0
5,0,0,1,9,24,5180,110374,0,0,0,0,0,246258,2,0
19,1,0,1,20,26,5181,110374,1,0,0,0,2,236610,5,0
4,0,0,1,29,28,5182,110374,0,0,0,0,0,243627,3,0
1,0,0,0,24,28,5183,110374,0,0,0,0,1,262236,3,0
2,0,0,0,65,28,5184,110374,0,0,0,0,1,258976,3,0
1,0,0,0,15,28,5185,110374,1,0,0,0,1,278340,4,0
0,0,0,0,1,28,5186,131681,0,0,0,0,0,205812,3,0
6,0,0,1,10,28,5187,110374,0,0,0,0,0,238004,3,0
2,0,0,0,23,28,5188,110374,0,0,0,0,0,251988,3,0
0,0,0,0,27,28,5189,110374,0,0,0,0,0,276682,3,0
0,0,0,0,90,28,5190,1842,0,0,0,0,0,268683,3,0
0,0,0,0,30,28,5191,110374,0,0,0,0,0,275325,3,0
0,0,0,0,22,28,5192,110374,0,0,0,0,0,276820,3,0
1,0,0,0,4,28,5193,110374,0,0,0,0,0,262171,3,0
2,0,0,0,17,29,5194,110374,0,0,0,0,0,238067,3,0
0,0,0,0,66,29,5195,110374,0,0,0,0,0,75558,3,0
0,0,0,0,63,29,5196,110374,0,0,0,0,0,72034,3,0
0,0,0,0,1,0,5197,110556,0,0,0,0,0,201299,3,0
0,0,0,0,20,3,5198,110556,0,0,0,0,0,206159,3,0
3,0,0,1,5,4,5199,131681,0,0,0,0,0,265774,3,0
3,0,0,1,22,6,5200,110556,0,0,0,0,1,244349,3,0
0,0,0,0,3,7,5201,110556,0,0,0,0,0,236295,4,0
1,0,0,0,47,9,5202,110556,0,0,0,0,0,201144,3,0
2,0,0,1,32,11,5203,110556,0,0,0,0,0,242633,3,0
0,0,0,0,15,12,5204,110556,0,0,0,0,0,260653,3,0
3,0,0,1,23,16,5205,110556,0,0,0,0,0,268802,3,0
1,0,0,0,73,18,5206,110556,0,0,0,0,0,276485,4,0
10,0,0,1,19,25,5207,110556,0,0,0,0,2,235842,3,0
0,0,0,0,17,28,5208,110556,0,0,0,0,0,231969,3,0
1,0,0,0,59,28,5209,110556,0,0,0,0,0,268656,3,0
0,0,0,0,13,28,5210,110556,0,0,0,0,0,224378,4,0
0,0,0,0,33,28,5211,110556,0,0,0,0,0,274082,3,0
0,0,0,0,31,28,5212,110556,0,0,0,0,0,202886,3,0
2,0,0,1,9,28,5213,110556,1,0,0,0,1,263829,4,0
0,0,0,0,2,28,5214,110556,0,0,0,0,0,222475,3,0
1,0,0,0,10,28,5215,110556,0,0,0,0,0,240938,3,0
1,0,0,0,21,28,5216,110556,0,0,0,0,0,74485,3,0
0,0,0,0,39,28,5217,110556,0,0,0,0,0,225432,4,0
0,0,0,0,34,28,5218,110556,0,0,0,0,0,271882,3,0
0,0,0,0,69,28,5219,115845,0,0,0,0,0,74483,3,0
0,0,0,0,53,29,5220,110556,0,0,0,0,0,74927,3,0
0,0,0,0,5,29,5221,110556,0,0,0,0,0,255934,3,0
2,0,0,1,76,29,5222,110556,2,0,0,0,2,76172,5,0
2,0,0,1,70,29,5223,110556,0,0,0,0,0,215798,3,0
0,0,0,0,45,29,5224,110556,0,0,0,0,0,186627,3,0
1,0,0,0,18,29,5225,110556,0,0,0,0,0,239795,2,0
0,0,0,0,30,0,5226,111811,0,0,0,0,0,254502,3,0
3,0,0,1,19,3,5227,111811,0,0,0,0,1,237003,3,0
1,0,0,0,13,4,5228,111811,0,0,0,0,0,230824,2,0
0,0,0,0,2,5,5229,111811,0,0,0,0,0,238703,3,0
0,0,0,0,44,6,5230,111811,0,0,0,0,0,257000,2,0
2,0,0,1,77,7,5231,111811,0,0,0,0,0,253213,2,0
1,0,0,0,42,10,5232,111811,0,0,0,0,0,271477,2,0
0,0,0,0,32,13,5233,111811,0,0,0,0,0,239613,3,0
0,0,0,0,7,15,5234,111811,0,0,0,0,0,205343,4,0
5,0,0,1,47,24,5235,111811,0,0,0,0,0,234147,3,0
3,0,0,1,10,26,5236,111811,0,0,0,0,1,202848,2,0
0,0,0,0,11,28,5237,111811,0,0,0,0,0,225014,2,0
1,0,0,0,84,28,5238,111811,0,0,0,0,0,219812,3,0
1,0,0,0,4,28,5239,111811,0,0,0,0,0,216145,3,0
0,0,0,0,33,28,5240,111811,0,0,0,0,0,198946,3,0
0,0,0,0,21,28,5241,111811,0,0,0,0,0,268875,4,0
2,0,0,1,17,28,5242,111811,0,0,0,0,1,215785,3,0
1,0,0,0,8,28,5243,111811,0,0,0,0,0,254819,3,0
0,0,0,0,5,28,5244,111811,0,0,0,0,0,199776,3,0
0,0,0,0,37,28,5245,111811,0,0,0,0,0,215689,3,0
0,0,0,0,69,28,5246,111811,0,0,0,0,0,70251,3,0
0,0,0,0,3,28,5247,111811,0,0,0,0,0,278033,3,0
0,0,0,0,22,28,5248,111811,0,0,0,0,0,268558,3,0
0,0,0,0,6,29,5249,111811,0,0,0,0,0,212153,3,0
1,0,0,0,12,29,5250,111811,0,0,0,0,0,229857,2,0
0,0,0,0,18,29,5251,111811,0,0,0,0,0,278351,3,0
0,0,0,0,20,29,5252,111811,0,0,0,0,0,268437,3,0
0,0,0,0,55,29,5253,111811,0,0,0,0,0,75256,3,0
0,0,0,0,35,29,5254,111811,0,0,0,0,0,235513,3,0
0,0,0,0,80,29,5255,111811,0,0,0,0,0,265595,3,0
0,0,0,0,35,0,5256,115841,0,0,0,0,0,278032,2,0
4,0,0,1,77,3,5257,115841,0,0,0,0,0,224031,1,0
1,0,0,0,34,4,5258,115841,0,0,0,0,0,268804,1,0
2,0,0,0,13,6,5259,115841,0,0,0,0,0,210413,1,0
0,0,0,0,30,7,5260,115841,0,0,0,0,0,251530,2,0
1,0,0,0,8,9,5261,115841,0,0,0,0,0,236496,2,0
0,0,0,0,6,11,5262,115841,0,0,0,0,0,255001,2,0
4,0,0,1,18,12,5263,115841,0,0,0,0,0,248729,1,0
8,0,0,1,10,16,5264,115841,0,0,0,0,0,220502,2,0
9,0,0,1,19,18,5265,115841,0,0,0,0,0,246242,2,0
10,0,0,1,11,25,5266,115841,0,0,0,0,0,237712,2,0
2,0,0,0,5,28,5267,115841,0,0,0,0,1,219985,2,0
0,0,0,0,29,28,5268,115841,0,0,0,0,0,235374,3,0
2,0,0,0,2,28,5269,115841,0,0,0,0,0,219581,3,0
0,0,0,0,3,28,5270,115841,0,0,0,0,0,243237,2,0
0,0,0,0,94,28,5271,115841,0,0,0,0,0,224987,3,0
10,0,0,1,9,28,5272,115841,0,0,0,0,2,189505,3,0
3,0,0,0,7,28,5273,115841,0,0,0,0,0,258890,3,0
0,0,0,0,23,28,5274,115841,0,0,0,0,0,210864,2,0
2,0,0,0,14,28,5275,115841,0,0,0,0,0,264257,1,0
0,0,0,0,55,28,5276,115841,0,0,0,0,0,270217,3,0
1,0,0,0,4,28,5277,115841,0,0,0,0,0,206098,3,0
0,0,0,0,25,28,5278,115841,0,0,0,0,0,266123,3,0
0,0,0,0,26,29,5279,115841,0,0,0,0,0,245275,3,0
0,0,0,0,21,29,5280,115841,0,0,0,0,0,275163,3,0
1,0,0,0,20,29,5281,1796,0,0,0,0,0,264880,3,0
0,0,0,0,22,29,5282,111235,0,0,0,0,0,266236,3,0
0,0,0,0,28,29,5283,115841,0,0,0,0,0,245639,3,0
0,0,0,0,96,29,5284,115841,0,0,0,0,0,73162,3,0
0,0,0,0,29,0,5285,115845,0,0,0,0,0,252154,5,0
0,0,0,0,3,4,5286,115845,0,0,0,0,0,246875,3,0
0,0,0,0,4,5,5287,115845,0,0,0,0,0,260697,3,0
1,0,0,0,19,6,5288,115845,0,0,0,0,0,208165,3,0
0,0,0,0,16,12,5289,115845,0,0,0,0,0,247229,3,0
4,0,0,1,15,13,5290,115845,0,0,0,0,0,208461,3,0
4,0,0,1,13,15,5291,115845,0,0,0,0,0,266866,3,0
4,0,0,1,77,16,5292,115845,0,0,0,0,0,216150,3,0
7,0,0,1,17,17,5293,115845,0,0,0,0,0,251470,4,0
15,1,0,1,11,19,5294,115845,0,0,0,0,1,230899,3,0
25,1,0,1,10,25,5295,112391,0,0,0,1,1,241850,4,0
3,0,0,0,8,28,5296,115845,0,0,0,0,0,223273,3,0
0,0,0,0,5,28,5297,115845,0,0,0,0,0,223671,2,0
0,0,0,0,2,28,5298,115845,0,0,0,0,0,187598,3,0
0,0,0,0,3,7,5299,240,0,0,0,0,0,259584,3,0
0,0,0,0,28,28,5300,115845,0,0,0,0,0,178005,3,0
0,0,0,0,7,28,5301,115845,0,0,0,0,0,193082,2,0
2,0,0,0,24,28,5302,115845,0,0,0,0,0,256115,3,0
4,0,0,1,44,28,5303,115845,0,0,0,0,0,257785,4,0
6,0,0,1,70,28,5304,115845,2,0,0,0,3,255611,5,0
0,0,0,0,31,28,5305,115845,0,0,0,0,0,194894,3,0
0,0,0,0,23,28,5306,115845,0,0,0,0,0,207993,3,0
0,0,0,0,42,28,5307,115845,0,0,0,0,0,265188,3,0
2,0,0,0,6,29,5308,115845,0,0,0,0,2,271577,4,0
0,0,0,0,25,29,5309,115845,0,0,0,0,0,74576,3,0
0,0,0,0,46,29,5310,115845,0,0,0,0,0,279574,3,0
0,0,0,0,27,29,5311,115845,0,0,0,0,0,278339,3,0
0,0,0,0,9,29,5312,115845,0,0,0,0,0,226710,3,0
0,0,0,0,48,29,5313,115845,0,0,0,0,0,74924,3,0
0,0,0,0,16,0,5314,131681,0,0,0,0,0,215698,4,0
0,0,0,0,20,3,5315,131681,0,0,0,0,0,278928,3,0
2,0,0,0,46,4,5316,131681,1,0,0,0,1,240277,4,0
2,0,0,0,31,6,5317,131681,0,0,0,0,0,254840,3,0
4,0,0,1,19,7,5318,605,0,0,0,0,0,232656,3,0
1,0,0,0,29,9,5319,131681,0,0,0,0,0,245630,3,0
10,0,0,1,4,9,5320,10,0,0,0,0,0,240638,3,0
11,0,0,1,11,12,5321,131681,0,0,0,0,1,227796,3,0
8,0,0,1,10,16,5322,131681,0,0,0,0,0,241721,3,0
2,0,0,0,79,28,5323,112139,1,0,0,0,2,242444,4,0
2,0,0,0,9,29,5324,278,0,0,0,0,0,232432,2,0
0,0,0,0,8,28,5325,131681,0,0,0,0,0,213666,2,0
0,0,0,0,80,29,5326,131681,0,0,0,0,0,253177,2,0
0,0,0,0,99,3,5327,1796,0,0,0,0,0,188377,3,0
0,0,0,0,23,28,5328,131681,0,0,0,0,0,232756,3,0
0,0,0,0,57,28,5329,115845,0,0,0,0,0,216065,3,0
3,0,0,0,21,28,5330,131681,0,0,0,0,0,246172,4,0
3,0,0,0,9,25,5331,327,0,0,0,0,0,231352,3,0
0,0,0,0,12,28,5332,13,0,0,0,0,0,256261,3,0
5,0,0,1,7,25,5333,131681,0,0,0,0,2,245152,3,0
0,0,0,0,69,29,5334,131681,0,0,0,0,0,278331,3,0
0,0,0,0,96,29,5335,131681,0,0,0,0,0,72179,3,0
0,0,0,0,22,29,5336,1043,0,0,0,0,0,247204,3,0
0,0,0,0,24,28,5337,131681,0,0,0,0,0,203551,3,0
0,0,0,0,33,29,5338,131681,0,0,0,0,0,278237,2,0
0,0,0,0,42,7,5339,131681,0,0,0,0,0,271579,3,0
0,0,0,0,38,29,5340,131681,0,0,0,0,0,257353,3,0
0,0,0,0,30,29,5341,131681,0,0,0,0,0,74094,3,0
0,0,0,0,77,29,5342,131681,0,0,0,0,0,76430,3,0
1,0,0,0,99,29,5343,131681,0,0,0,0,0,246431,3,0
0,0,0,0,70,29,5344,131681,0,0,0,0,0,277013,3,0
